source	target	mor
Sp1	Kat5	1
Sp1	Pdpn	1
Sp1	Smad4	1
Tcf7l2	Akt1	1
Tcf7l2	Amhr2	1
Tcf7l2	Apcdd1	1
Tcf7l2	Axin2	1
Tcf7l2	Bambi	1
Tcf7l2	Bcl2	1
Tcf7l2	Bcl2l2	1
Tcf7l2	Birc7	1
Tcf7l2	Bok	-1
Tcf7l2	Capn2	1
Tcf7l2	Casp3	-1
Tcf7l2	Casp7	-1
Tcf7l2	Ccl12	1
Tcf7l2	Cd44	1
Tcf7l2	Ccn2	1
Tcf7l2	Cycs	-1
Tcf7l2	Cyp26a1	1
Tcf7l2	Dapk2	-1
Tcf7l2	Dkk1	1
Tcf7l2	Edn1	1
Tcf7l2	Enc1	1
Tcf7l2	Epcam	1
Tcf7l2	Fgf18	1
Tcf7l2	Fst	1
Tcf7l2	Gli2	1
Tcf7l2	Igfbp6	-1
Tcf7l2	Inha	1
Tcf7l2	Krt1	1
Tcf7l2	Lef1	1
Tcf7l2	Map3k6	1
Tcf7l2	Mmp1a	1
Tcf7l2	Mmp7	1
Tcf7l2	Mxd1	-1
Tcf7l2	Mybl2	-1
Tcf7l2	Myod1	1
Tcf7l2	Naip2	1
Tcf7l2	Nos2	1
Tcf7l2	Notum	1
Tcf7l2	Ntsr1	1
Tcf7l2	Pttg1	1
Tcf7l2	Sgk1	1
Tcf7l2	Smc3	1
Tcf7l2	Sp5	1
Tcf7l2	Srsf3	1
Tcf7l2	Tbxt	1
Tcf7l2	Tagln	1
Tcf7l2	Tnfrsf11b	1
Tcf7l2	Ube2b	1
Tcf7l2	Vcan	1
Tcf7l2	Vim	1
Tp53	Abcc2	1
Tp53	Abcc4	1
Tp53	Gpd1	-1
Tp53	Nfatc4	-1
Tp53	Peg3	1
Peg3	Tp53	1
Tp53	Phlda3	1
Tp53	Pidd1	1
Tp53	Tcf4	-1
Tp53	Trp53inp1	1
Tp53	Tyrp1	1
Tp53	Cx3cl1	1
Tp53	Dcc	1
Tp53	Rrm1	1
Tp53	Sertad1	1
Ppara	Elovl5	1
Ppara	Elovl6	1
Ppara	Fads1	1
Ppara	Myl2	1
Myc	Abi2	-1
Myc	Acsl4	-1
Myc	Aimp2	1
Myc	Brd2	-1
Myc	C1qbp	1
Myc	Cct3	1
Myc	Cct6a	1
Myc	Cks2	1
Myc	Cpd	-1
Myc	Ddx5	1
Myc	Dnajb1	1
Myc	Dusp1	-1
Myc	E2f3	1
Myc	Eef2	1
Myc	Ei24	1
Myc	Eif3b	1
Myc	Eif5	1
Myc	Endou	1
Myc	Eprs1	1
Myc	Fkbp4	1
Myc	Gcn1	-1
Myc	Gm2a	-1
Myc	H6pd	1
Myc	Has2	1
Myc	Hnrnph1	-1
Myc	Hsp90ab1	1
Myc	Hspa1a	1
Myc	Hspa9	1
Myc	Hsph1	1
Myc	Impact	-1
Myc	Ints7	-1
Myc	Klf7	-1
Myc	Lamp1	-1
Myc	Ldhb	1
Myc	Lenep	1
Myc	Map3k1	-1
Myc	Mapk3	-1
Myc	Metap2	1
Myc	Mif	1
Myc	Msh2	1
Myc	Ncam1	-1
Myc	Nop56	1
Myc	Nucb1	-1
Myc	Nutf2	1
Myc	Pam	-1
Myc	Pex19	-1
Myc	Pfkm	1
Myc	Pias1	1
Myc	Polr2f	1
Myc	Ppif	1
Myc	Ppp2r2b	-1
Myc	Ranbp1	1
Myc	Rbp1	1
Myc	Rhob	1
Myc	Rpl12	1
Myc	Rpl13	1
Myc	Rpl21	1
Myc	Rpl23	1
Myc	Rpl30	1
Myc	Rpl32	1
Myc	Rpl35	1
Myc	Rpl5	1
Myc	Rpl6	1
Myc	Rpl7	1
Myc	Rpl9	1
Myc	Rps12	1
Myc	Rps13	1
Myc	Rps15a	1
Myc	Rps18	1
Myc	Rps20	1
Myc	Rps23	1
Myc	Rps7	1
Myc	Rps9	1
Myc	Ruvbl2	1
Myc	Scarb1	1
Myc	Slc25a4	1
Myc	Snrpd3	1
Myc	Srsf2	1
Myc	Sumo2	1
Myc	Tle4	1
Myc	Tpd52	-1
Myc	Trak1	1
Myc	Trap1	1
Myc	Tspo	1
Myc	Ube2s	1
Myc	Ucn2	1
Myc	Ung	1
Myc	Ywhae	1
Myc	Zxdb	-1
Myc	Adrb1	1
Myc	Bcat1	1
Myc	Pdcd10	1
Nr2f1	Acadm	-1
Nr2f1	Agt	-1
Nr2f1	Apoa4	-1
Nr2f1	Cpt2	-1
Nr2f1	Klk15	-1
Nr2f1	Nr0b1	-1
Nr2f1	Pck1	-1
Nr2f1	Rxrg	-1
Nr2f1	Tf	-1
Nr2f1	Hmgcs2	1
Nr2f1	Nes	1
Nr2f1	Pcp2	-1
Hnf1a	Ddc	1
Hnf1a	Fech	1
Hnf1a	Fgl1	1
Hnf1a	Gls2	1
Hnf1a	Mmp7	1
Hnf1a	Scd1	1
Hnf1a	St6gal1	1
Gabpa	Ache	1
Gabpa	Chrne	1
Gabpa	Cox4i1	1
Gabpa	Dld	1
Gabpa	Elane	1
Gabpa	Il2rb	1
Gabpa	Itgb2	1
Gabpa	Pola1	1
Gabpa	Psmb5	1
Gabpa	Tshr	1
Smad3	Ankrd1	1
Smad3	Col1a1	1
Smad3	Col3a1	1
Smad3	Col5a2	1
Smad3	Col6a1	1
Smad3	Col6a2	1
Smad3	Col6a3	1
Smad3	Ccn1	1
Smad3	Dmp1	1
Smad3	Fabp2	1
Smad3	Gclc	-1
Smad3	Hey1	1
Smad3	Itga11	1
Smad3	Itgb1	1
Smad3	Met	1
Smad3	Serpinb5	1
Smad3	Sstr2	1
Smad3	Timp1	1
Smad3	Timp3	1
Smad3	Tnfrsf11b	1
Smad3	Vim	1
Smad3	Vip	1
Gata4	Ada	1
Gata4	Cpt1b	1
Gata4	F10	1
Gata4	Gnrh1	1
Gata4	Hdc	-1
Gata4	Mafk	1
Pdx1	Ada	1
Pdx1	Cela1	1
Notch1	Adam19	1
Notch1	Ascl1	-1
Notch1	Bcl2	1
Notch1	Casp3	1
Notch1	Cd8a	-1
Notch1	Cdh2	1
Notch1	Cdkn1a	1
Notch1	Csf1	-1
Notch1	Dtx1	1
Notch1	Gata2	1
Notch1	Hey2	1
Notch1	Mcm2	-1
Notch1	Mcm6	-1
Notch1	Myc	-1
Notch1	Myod1	-1
Notch1	Nfkb1	1
Notch1	Nfkb2	1
Notch1	Nrarp	1
Notch1	Psen1	-1
Notch1	Rel	1
Notch1	Rela	1
Notch1	Relb	1
Notch1	Ren1	1
Notch1	Smtn	-1
Notch1	Tagln	-1
Notch1	Tnfrsf11b	1
Notch1	Tnfsf11	1
Lef1	Adam2	-1
Lef1	App	-1
Lef1	Bcl2	1
Lef1	Casp4	-1
Lef1	Cdx4	1
Lef1	Dsp	-1
Lef1	E2f1	1
Lef1	Ephb2	1
Lef1	Ephb3	1
Lef1	Foxn1	1
Lef1	Inha	1
Lef1	Itgb1	-1
Lef1	Lima1	-1
Lef1	Mllt10	1
Lef1	Myf5	1
Lef1	Nppc	1
Lef1	Rock1	-1
Lef1	Tbxt	1
Lef1	Ovol1	1
Dbp	Adh1	1
Dbp	St6gal1	1
Sox2	Foxj1	1
Sox2	Scgb1a1	1
Sox2	Spp1	-1
Sox2	Utf1	1
Sox2	Zscan10	1
Smad2	Ankrd1	1
Smad2	Col7a1	1
Smad2	Ccn1	1
Smad2	Dmp1	1
Smad2	Fabp2	1
Smad2	Itga11	1
Smad2	Met	1
Smad2	Spp1	1
Smad2	Timp3	1
Smad2	Tnfrsf11b	1
Smad4	Ankrd1	1
Smad4	Ccn1	1
Smad4	Dlx3	1
Smad4	Dmp1	1
Smad4	Fabp2	1
Smad4	Ihh	1
Smad4	Itgb5	1
Smad4	Met	1
Smad4	Nkx2-5	1
Smad4	Pthlh	1
Smad4	Selenop	-1
Smad4	Sstr2	1
Smad4	Tagln	1
Smad4	Timp3	1
Smad4	Tnfrsf11b	1
Smad4	Vip	1
Smad4	Msx1	1
Nfkb2	Akr1b1	1
Nfkb2	Bcl2l1	1
Nr5a1	Cyp21	1
Hnf4a	Ebp	1
Hnf4a	Ambp	1
Hnf4a	F10	1
Hnf4a	Lct	1
Gata1	Cpa3	1
Gata1	Ctse	1
Gata1	Inha	1
Gata1	Inhbb	1
Gata1	Mafk	1
Gata1	Rhag	1
Gata1	Tac1	1
Ep300	Alb	1
Ep300	Slc2a2	1
Ep300	Spp1	1
Ep300	Tapbp	-1
Jun	Aldoa	1
Jun	Gtf3a	1
Jun	Bcl2a1	1
Jun	Bdkrb1	1
Jun	Cd40lg	1
Jun	Chga	1
Jun	Col6a1	1
Jun	Crygb	1
Jun	Dio2	-1
Jun	Fabp4	1
Jun	Gata1	1
Jun	Gcsh	1
Jun	Il18	1
Jun	Itga2	1
Jun	Krt14	1
Jun	Mdm2	1
Jun	Ptx3	1
Jun	Scgb1a1	1
Jun	Serpinf2	1
Jun	Slc46a1	1
Jun	Tfpi2	1
Jun	Tgfbr2	1
Jun	Ttpa	1
Jun	Clu	1
Jun	Serpina3c	-1
Jun	Serpina3k	-1
Jun	Serpina3m	-1
Jun	Tnfrsf11b	-1
Rel	Alox12	1
Rel	Tnfsf10	1
Msx2	Enpp1	1
Msx2	Spp1	1
Nfya	Amelx	1
Nfya	Cdc25a	1
Nfya	Fdps	1
Nfya	Gpam	1
Nfya	Hmgcs1	1
Nfya	Mcm8	1
Nfya	Pnrc2	1
Nfya	Pura	1
Nfya	Srebf2	1
Nfya	Star	1
Nfya	Tm7sf2	1
Nfya	Actb	1
Yy1	Calr	1
Yy1	Cd3d	-1
Yy1	Ctse	-1
Yy1	Egf	1
Yy1	Gjb1	1
Yy1	Hdlbp	-1
Yy1	Hmgcs1	-1
Yy1	Lama1	1
Yy1	Myh4	-1
Yy1	Otx2	1
Yy1	Pemt	1
Yy1	Ptpa	1
Yy1	Rgs16	-1
Yy1	Slc46a1	1
Yy1	Tnni2	-1
Yy1	Ada	1
E2f1	Atg10	1
E2f1	Atg12	1
E2f1	Atg4a	1
E2f1	Atg4b	1
E2f1	Atg4d	1
E2f1	Atg7	1
E2f1	Atg9a	1
E2f1	Axin2	1
E2f1	B4galt1	1
E2f1	Cdc25a	1
E2f1	Cdc45	1
E2f1	Cdt1	1
E2f1	Ptgs1	1
E2f1	Ybx3	1
E2f1	Dyrk1a	1
E2f1	Fancd2	1
E2f1	Fbn2	1
E2f1	Fbxl16	1
E2f1	Fbxo43	1
E2f1	Fbxo5	1
E2f1	Fgfr2	1
E2f1	Gab2	1
E2f1	Gabarapl1	1
E2f1	Gabarapl2	1
E2f1	Gmnn	1
E2f1	Hells	1
E2f1	H2ac7	1
E2f1	H2ac8	1
E2f1	H2ac6	1
E2f1	Hist1h2ap	1
E2f1	H2ac11	1
E2f1	Hist1h2ao	1
E2f1	H2ac4	1
E2f1	H2ac13	1
E2f1	Hist1h2an	1
E2f1	Igf1r	1
E2f1	Jun	1
E2f1	Map1lc3b	1
E2f1	Mapk1	1
E2f1	Mcm10	1
E2f1	Mcm6	1
E2f1	Mcm7	1
E2f1	Mxd3	1
E2f1	Pcyt1a	1
E2f1	Pdgfra	1
E2f1	Pfkfb1	1
E2f1	Plk3	1
E2f1	Pola1	1
E2f1	Pold1	1
E2f1	Pole2	1
E2f1	Stil	1
E2f1	Tk1	1
E2f1	Top1	1
E2f1	Topbp1	1
E2f1	Zeb1	1
E2f1	Pola2	1
Foxo3	Aspm	-1
Foxo3	Atp8a1	1
Foxo3	Bmp4	1
Foxo3	Bnip3l	1
Foxo3	Cblb	1
Foxo3	Cd55b	1
Foxo3	Cd55	1
Foxo3	Cdkn2d	1
Foxo3	Col13a1	-1
Foxo3	Cxcr4	1
Foxo3	Daam1	1
Foxo3	Dkk1	1
Foxo3	Elk3	-1
Foxo3	Fxyd3	1
Foxo3	Grb14	1
Foxo3	Gtf2i	1
Foxo3	Hbp1	1
Foxo3	Hmgcr	1
Foxo3	Hoxa5	1
Foxo3	Hpgd	1
Foxo3	Id2	1
Foxo3	Jak1	1
Foxo3	Kdr	1
Foxo3	Kitlg	-1
Foxo3	Klf4	1
Foxo3	Mmp10	1
Foxo3	Myod1	1
Foxo3	Ogt	1
Foxo3	Pdgfb	1
Foxo3	Pink1	1
Foxo3	Pnrc1	1
Foxo3	Rbl2	1
Foxo3	Sat1	1
Foxo3	Satb1	1
Foxo3	Sema3f	-1
Foxo3	Sfrp1	1
Foxo3	Sfrp2	1
Foxo3	Sirt2	1
Foxo3	Smad4	1
Foxo3	Sost	1
Foxo3	Stab1	1
Foxo3	Tle4	1
Foxo3	Tmeff2	1
Foxo3	Tnfaip8	1
Foxo3	Tspan7	1
Foxo3	Vasp	-1
Foxo3	Dab2	1
Foxo3	Gbp2	1
Foxo3	Gcc2	1
Foxo3	Hand2	1
Foxo3	Mmp1a	1
Foxo3	Phlda1	1
Foxo3	Scg5	1
Foxo3	Tspan9	1
Smad6	Ankrd1	-1
Smad6	Cdk6	-1
Stat5a	Cd84	1
Stat5a	Chordc1	1
Stat5a	Glul	1
Stat5a	Grk5	1
Stat5a	Hmgcr	1
Stat5a	Il6st	1
Stat5a	Klk8	1
Stat5a	Krt17	1
Stat5a	Lonp1	1
Stat5a	Med22	1
Stat5a	Myd88	1
Stat5a	Pitx1	1
Stat5a	Psap	1
Stat5a	Rgs16	1
Stat5a	Slpi	1
Stat5a	Ssr3	1
Stat5a	Txnrd3	1
Stat5b	Cd84	1
Stat5b	Chordc1	1
Stat5b	Dpagt1	1
Stat5b	Glul	1
Stat5b	Grb10	1
Stat5b	Grk5	1
Stat5b	Hmgcr	1
Stat5b	Il2ra	1
Stat5b	Il6st	1
Stat5b	Klk8	1
Stat5b	Krt17	1
Stat5b	Lonp1	1
Stat5b	Med22	1
Stat5b	Myd88	1
Stat5b	Osm	1
Stat5b	Pitx1	1
Stat5b	Prf1	1
Stat5b	Psap	1
Stat5b	Rad51	1
Stat5b	Rgs16	1
Stat5b	Slpi	1
Stat5b	Ssr3	1
Stat5b	Tlr2	1
Stat5b	Txnrd3	1
Ets1	Casp3	1
Ets1	Casp8	1
Ets1	Cd3d	1
Ets1	Cdk11b	1
Ets1	Cga	1
Ets1	Chrna3	1
Ets1	Cox4i1	1
Ets1	Dld	1
Ets1	Elane	1
Ets1	Fas	1
Ets1	Folh1	1
Ets1	Gp5	1
Ets1	Hoxb3	1
Ets1	Ier2	1
Ets1	Itgav	1
Ets1	Krt14	1
Ets1	Krt8	1
Ets1	Mtrr	1
Ets1	Psmb5	1
Ets1	Pspn	1
Ets1	Runx1	1
Ets1	Lcp1	1
Ets1	9530003J23Rik	1
Ets1	Lyz2	1
Ets1	Lyz1	1
Ets1	Pecam1	1
Ets1	Ptpa	1
Ets1	Srf	1
Ets2	Cyp27a1	1
Ets2	Pspn	1
Ets2	Runx1	1
Foxo4	Anxa8	1
Foxo4	Ccng2	1
Foxo4	Fbxo32	1
Foxo4	Ppargc1a	1
Foxo4	Rbl2	1
Foxo4	Igfbp1	1
E2f6	Ptgs1	-1
E2f6	Rbbp8	-1
E2f6	Uxt	-1
Mitf	Apex1	1
Mitf	Gpr143	1
Mitf	Ngfr	1
Mitf	Cadm1	1
Mitf	Itga4	1
Nr2f6	Apoa1	-1
Nr2f6	Apoc2	-1
E2f2	Asf1b	1
E2f2	Ccnd3	1
E2f2	Cdca4	1
E2f2	Cdt1	1
E2f2	E2f1	1
E2f2	Fbn2	1
E2f2	Fbxo43	1
E2f2	Fbxo5	1
E2f2	Fgfr2	1
E2f2	Foxo1	1
E2f2	Gmnn	1
E2f2	Mcm10	1
E2f2	Mcm6	1
E2f2	Mcm7	1
E2f2	Npat	1
E2f2	Plk1	1
E2f2	Plk3	1
E2f2	Plk4	1
E2f2	Pole3	1
E2f2	Topbp1	1
E2f3	Asf1b	1
E2f3	Ccnd3	1
E2f3	Cdca4	1
E2f3	Cdca7	1
E2f3	Cdt1	1
E2f3	Fbn2	1
E2f3	Fbxo43	1
E2f3	Fbxo5	1
E2f3	Fgf2	1
E2f3	Foxo1	1
E2f3	Gmnn	1
E2f3	Mcm10	1
E2f3	Mcm5	1
E2f3	Mcm6	1
E2f3	Mcm7	1
E2f3	Npat	1
E2f3	Plk3	1
E2f3	Pole3	1
E2f3	Topbp1	1
E2f4	Asf1b	1
E2f4	Cdkn2c	1
E2f4	Cdt1	1
E2f4	Fbn2	-1
E2f4	Gmnn	1
E2f4	Jun	1
E2f4	Mcm5	1
E2f4	Mcm7	1
E2f4	Npat	1
E2f4	Pold1	1
E2f4	Pole3	1
E2f4	Rrm2	-1
E2f4	Tk1	1
E2f4	Calm1	1
E2f4	Calm2	1
E2f4	Calm3	1
E2f4	Cks2	1
E2f4	Rbl1	1
E2f4	Top1	1
E2f5	Asf1b	1
Brca1	Bard1	-1
Brca1	Brca1	-1
Bcl6	Ccl7	1
Runx2	Enpp1	1
Runx2	Gadd45b	1
Runx2	Smad6	1
Ar	Ca3	1
Ar	Calr	1
Ar	Dbi	1
Ar	Ddt	1
Ar	Dhx15	1
Ar	Fasn	1
Ar	Higd1a	1
Ar	Hsp90aa1	1
Ar	Skt	-1
Ar	Krt18	1
Ar	Oat	1
Ar	Pfkfb1	1
Ar	Pgc	1
Ar	Pycr1	1
Ar	Scnn1a	1
Ar	Slc22a2	1
Ar	Sms	1
Ar	Snai1	1
Ar	Snai2	1
Ar	Srebf2	1
Ar	Trpv3	1
Ar	Ugt1a1	1
Ar	Ugt1a2	1
Gata2	Cacna1s	1
Gata2	Cpa3	1
Gata2	Hsd17b1	-1
Gata2	Mafk	1
Gata2	Rag1	1
Gata2	Vwf	1
Gata2	Tac1	1
Atf6	Calr	1
Atf6	Hsp90b1	1
Atf6	Sel1l	1
Atf6	Serp1	1
Hmga1	Ccnb2	1
Hmga1	Fgl1	1
Hbp1	Ccnd3	-1
Hbp1	Ccne1	-1
Hbp1	Cebpa	1
Hbp1	Faslg	1
Hbp1	Gata1	1
Hbp1	H1-5	1
Hbp1	Junb	1
Hbp1	Myb	-1
Hbp1	Runx1	1
Hbp1	Spi1	-1
Elf2	Cd3d	1
Spi1	Ctse	1
Spi1	Mrc1	1
Spi1	Ncf1	1
Spi1	Ncf4	1
Spi1	Plau	1
Spi1	Tal1	-1
Esr1	Cdc25a	1
Esr1	Hdlbp	1
Esr1	Pparg	-1
Smad7	Col1a1	-1
Smad7	Col3a1	-1
Smad7	Col5a2	-1
Smad7	Col6a2	-1
Smad7	Col6a3	-1
Smad7	Ctnnb1	1
Id2	Cdkn2a	1
Id3	Cdkn2a	1
Smad1	Cdkn1a	1
Smad1	Dlx3	1
Smad1	Gadd45b	1
Smad1	Id2	1
Smad1	Id3	1
Smad1	Myc	1
Smad1	Nkx2-5	1
Smad1	Tagln	1
Smad1	Smad7	1
Ebf1	Pparg	1
Ebf1	Cxcl12	1
Hdac1	Cebpa	-1
Pparg	Ptger2	-1
Stat2	Cfb	1
Stat2	Cldn4	1
Stat2	Des	1
Stat2	Dgke	1
Stat2	Igf1	1
Stat2	Il20ra	1
Stat2	Irf7	1
Stat2	Jund	1
Stat2	Msr1	1
Stat2	Nmbr	1
Mef2a	Gnrh1	-1
Cdx1	Ada	1
Sox9	Col1a2	1
Tcf3	Col1a2	1
Pou1f1	Pcp2	1
Tfap2a	S100b	1
Tfap2a	Acan	-1
Tfap2a	Calb2	1
Tfap2a	Mapt	1
Tfap2a	Penk	1
Tfap2a	Prph	1
Sox6	Ctbp2	-1
Nr2f2	Pck1	-1
Nr2f2	Apoa1	-1
Pax3	Dct	-1
Sox10	Zfp91	1
Pawr	Diablo	1
Dlx5	Spp1	1
Smad5	Hey1	1
Smad5	Id2	1
Smad5	Id3	1
Thra	Pcp2	1
Thrb	E2f1	1
Thrb	Mlxipl	1
Thrb	Srebf1	-1
Cebpd	Ebf1	1
Cebpd	Ucp1	1
Cebpd	Ccl5	1
Usf1	Gpam	1
Usf1	G6pc2	1
Crebbp	Fdps	1
Crebbp	Hmgcr	1
Crebbp	Hmgcs1	1
Crebbp	Ldlr	1
Gata3	Gata1	1
Gata3	Gnrhr	1
Gata3	Rag2	1
Atf3	Gclc	-1
Atf3	Ccna1	1
Nfic	Col2a1	1
Nfic	Slc2a4	1
Gli3	Ptch2	1
Esr2	Hdlbp	1
Rb1	H1-5	1
Cc2d1a	Htr1a	-1
Fev	Icam1	-1
Fev	Slc6a4	1
Fev	Tph1	1
Smad9	Id2	1
Irf9	Irf7	1
Yy2	Ifnb1	1
Tcf7l1	Igfbp6	-1
Nfatc2	Parp1	1
Nfatc2	Tnfsf13b	1
Stat4	Il21	1
Nfatc1	Folh1	1
Nfatc1	Il12b	-1
Nfatc1	Itgb3	1
Nfatc1	Tnfsf13b	1
Hnf1b	Mmp7	1
Hnf1b	Kif12	1
Nr0b1	Nanog	-1
Nanog	Nr0b1	1
Pgr	Sumo1	-1
Maf	Lalba	1
Ppargc1a	Ldlr	-1
Fosl2	Mmp13	1
Jund	Spp1	1
Jund	Plau	1
Cited2	Mmp9	1
Dlx2	Dlx6	1
Dlx2	Gnrh1	1
Myf5	Neu1	1
Myf5	Ckm	1
Myod1	Actc1	1
Wt1	Baiap3	1
Pax6	Palm	1
Rora	Pcp2	1
Tfap4	Penk	1
Rara	Adrb1	1
Rara	Aldh1a1	1
Rara	Btg2	1
Rara	Crabp2	1
Rara	Hoxa4	1
Rara	Hoxd4	1
Rara	Mpo	1
Rara	Nes	1
Rara	Oxt	1
Rara	Rbp1	1
Rara	Tgfb1	1
Etv4	Gpx5	1
Pou2f1	Tfap2a	1
Rxra	Slc10a1	1
Rxra	Adrb1	1
Rxra	Aldh1a1	1
Rxra	Btg2	1
Rxra	Cebpe	1
Rxra	Crabp2	1
Rxra	Cryab	1
Rxra	Ets1	1
Rxra	Hoxb1	1
Rxra	Rbp1	1
Rxra	Rbp2	1
Rxra	Th	1
Nkx2-1	Pax8	1
Pax8	Nkx2-1	-1
Hoxa5	Hoxa5	1
Olig1	Serpine1	1
Pou3f1	Sox2	1
Fos	Sp3	1
Fos	Hbegf	1
Fos	Il4	1
Fos	Vip	1
Tp73	Serpinb5	1
Atf1	Tnf	1
Tead1	Vegfa	1
Arnt	Tfrc	1
Arx	Ebf3	-1
Dlx1	Dlx6	-1
Egr2	Dhh	1
Egr2	Hoxa2	1
Egr2	Hoxb3	1
Egr4	Il2	1
Egr4	Tnf	1
Foxa1	Lct	1
Foxh1	Mef2c	1
Gsc2	Th	1
Hoxa7	Tgm1	-1
Junb	Il5	1
Lhx2	Cga	1
Meis2	Drd1	1
Nfia	Aldoa	1
Nfia	Cyp1a2	1
Nfia	Hgf	-1
Nfia	Rbp1	1
Nfia	Slc25a5	1
Nfia	Slc2a4	1
Nfia	Tp53	1
Nfia	Tpo	1
Nfix	Pitx2	1
Nfyb	Actb	1
Pax2	Pax5	1
Pax5	Pax2	1
Pitx3	Slc6a3	1
Plscr1	Itpr1	1
Pou2f2	Ccr5	1
Ptf1a	Cpa1	1
Rarb	Hoxd4	1
Rarb	Oxt	1
Rarb	Th	1
Rarg	Cyp26a1	1
Rarg	Rbp1	1
Rest	Acta1	-1
Rest	Calb1	-1
Rest	Chrnb2	-1
Rest	Cyp1a1	-1
Rest	Cyp2e1	-1
Rest	Gabrd	-1
Rest	Scn2a	-1
Rest	Stmn2	-1
Rxrg	Foxa1	1
Rxrg	Nes	1
Six3	Wnt1	-1
Sohlh1	Lhx8	1
Sp2	Pcyt1a	-1
Srf	Actc1	1
Tbp	Mbp	1
Tbp	Pmf1	1
Usf2	Gck	1
Usf2	Spp1	1
Hdac1	Vegfc	-1
Hdac1	Adam10	-1
Hdac1	Mme	-1
Mbd2	Serpinb5	-1
Gata4	Bcl2l11	-1
Gata4	Pten	-1
Nkx2-5	Nos3	1
Nkx2-5	Actc1	1
Spi1	Jdp2	1
Spi1	Ccl22	1
Spi1	Aldh1a2	1
Spi1	Ccr7	1
Spi1	Znf521	1
Spi1	Xaf1	1
Spi1	Oas1a	1
Spi1	Nr4a1	1
Crebrf	Herpud1	1
Egr1	Tf	1
Erg	Wnt1	1
Erg	Wnt3a	1
Ets1	Bcl2	1
Ets1	Nr4a1	1
Etv4	Scx	1
Foxj3	E2f1	1
Hif1a	Vmp1	1
Hif1a	Kdr	1
Hif1a	Nkx3-1	1
Hif1a	Rgcc	1
Hoxc10	Lamb2	1
Hoxd4	Hoxd9	1
Irf3	Ifng	1
Klf4	Tert	1
Klf4	Nos3	1
Klf4	Ass1	1
Litaf	Tnfsf15	1
Maff	Gclc	1
Mixl1	Pdgfra	1
Myb	Ank1	1
Nfkb1	Pdcd4	-1
Nhlh2	Ndn	1
Nkx6-3	Bak1	1
Nkx6-3	Bbc3	1
Nkx6-3	Bnip3	1
Nkx6-3	Pdcd4	1
Nkx6-3	Gkn1	1
Nr3c1	Slc19a2	1
Pou4f1	Rit2	1
Pou4f1	Egr1	1
Pou4f2	Slc2a4	1
Pou4f2	Rit2	1
Pou4f2	Gsk3b	-1
Pou4f2	Ace	1
Pou4f3	Rit2	1
Pou4f3	Bdnf	1
Rela	Dicer1	1
Smad2	Pin1	1
Pin1	Smad2	1
Smad3	Pin1	1
Smad4	Bmp6	-1
Smad4	Atoh8	1
Sox21	Oprm1	1
Sox9	Nwd1	1
Srebf1	Hnrnpk	1
Stat3	Il1b	1
Tfap2b	Bmp2	1
Tfap2b	Bmp4	1
Tfap2b	Crx	-1
Tfap2b	Tnf	1
Tfcp2	Bmp4	1
Tsc22d1	Nppc	1
Wt1	Sim1	-1
Wt1	Tgfb2	-1
Wt1	Dnmt3l	1
Yy1	Cacna1c	1
Yy2	Fos	1
Yy2	Tp53	1
Arnt	Il10ra	1
Ddit3	Jund	1
Ddit3	Ero1a	1
Ddit3	Ppp1r15a	1
E2f1	Gramd4	1
Etv5	Dhrs2	1
Nkx2-8	Afp	1
Nkx3-1	Qsox1	-1
Nkx3-1	Clu	-1
Nkx3-1	Ctse	-1
Znf746	Pck1	1
Znf410	Chd4	1
Znf410	Hbb-y	-1
Atf4	Lamp3	1
Cebpb	Ptk2	1
Cebpb	Slc9a1	1
Gata5	Tbx20	1
Irf1	Gbp5	1
Hes1	Crabp1	1
Bach1	Ccnd2	1
Bach1	Ccne2	1
Bach1	Ccng2	1
Creb3l1	Fgfbp1	-1
Creb3l1	Fgf2	-1
Foxo3	Vmp1	-1
Irx1	Bdkrb2	-1
Irx1	Bpi	-1
Irx1	Fgf7	-1
Irx1	Nptx1	-1
Irx1	Ptger1	-1
Irx1	Celf2	-1
Irx1	Dkk3	-1
Irx1	Phyhipl	-1
Irx2	Cxcl10	-1
Irx2	Ccl5	-1
Klf8	Hbb-b1	-1
Myc	Ireb2	1
Nacc2	Mdm2	-1
Ovol2	Smad4	-1
Snai2	Itga3	-1
Snai2	Krt8	-1
Snai2	Krt19	-1
Snai2	Itgb1	-1
Snai2	Itgb4	-1
Tcf21	Nr5a1	-1
Zeb2	Zeb1	-1
Zeb2	Tert	-1
Zeb2	Mitf	1
Zfp13	Mpv17	-1
Znf263	Foxa1	-1
Znf750	Snai1	-1
Eid2b	Myod1	-1
Notch1	Bmp2	-1
Notch1	Spp1	-1
Notch1	Runx2	-1
Notch1	Cdh5	-1
Notch1	Sox9	1
Notch1	Heyl	1
Notch1	Acta2	1
Notch1	Snai1	1
Notch1	Snai2	1
Notch1	Vegfa	1
Notch1	Cd44	1
Notch1	Nrp1	1
Notch1	Efnb2	1
Notch1	Dll4	1
Notch1	Dll1	1
Notch1	Bmp10	1
Notch1	Col2a1	1
Tbx2	Oca2	-1
Tbx2	Cebpd	-1
Tbx2	Frzb	-1
Tbx2	Shisa3	-1
Tbx2	Ccn4	-1
Tbx2	Il33	-1
Tbx2	Adam10	-1
Tbx2	Tgfb2	1
